input,output,category_name,operations
plate,s,plural_reverse_first,singular_to_plural+reverse+first_letter
knife,s,plural_reverse_first,singular_to_plural+reverse+first_letter
fork,s,plural_reverse_first,singular_to_plural+reverse+first_letter
spoon,s,plural_reverse_first,singular_to_plural+reverse+first_letter
apple,s,plural_reverse_first,singular_to_plural+reverse+first_letter
orange,s,plural_reverse_first,singular_to_plural+reverse+first_letter
banana,s,plural_reverse_first,singular_to_plural+reverse+first_letter
potato,s,plural_reverse_first,singular_to_plural+reverse+first_letter
tomato,s,plural_reverse_first,singular_to_plural+reverse+first_letter
box,s,plural_reverse_first,singular_to_plural+reverse+first_letter
brush,s,plural_reverse_first,singular_to_plural+reverse+first_letter
watch,s,plural_reverse_first,singular_to_plural+reverse+first_letter
beach,s,plural_reverse_first,singular_to_plural+reverse+first_letter
class,s,plural_reverse_first,singular_to_plural+reverse+first_letter
bus,s,plural_reverse_first,singular_to_plural+reverse+first_letter
kiss,s,plural_reverse_first,singular_to_plural+reverse+first_letter
dish,s,plural_reverse_first,singular_to_plural+reverse+first_letter
fox,s,plural_reverse_first,singular_to_plural+reverse+first_letter
church,s,plural_reverse_first,singular_to_plural+reverse+first_letter
baby,s,plural_reverse_first,singular_to_plural+reverse+first_letter
lady,s,plural_reverse_first,singular_to_plural+reverse+first_letter
story,s,plural_reverse_first,singular_to_plural+reverse+first_letter
party,s,plural_reverse_first,singular_to_plural+reverse+first_letter
library,s,plural_reverse_first,singular_to_plural+reverse+first_letter
berry,s,plural_reverse_first,singular_to_plural+reverse+first_letter
butterfly,s,plural_reverse_first,singular_to_plural+reverse+first_letter
leaf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
wolf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
life,s,plural_reverse_first,singular_to_plural+reverse+first_letter
wife,s,plural_reverse_first,singular_to_plural+reverse+first_letter
half,s,plural_reverse_first,singular_to_plural+reverse+first_letter
loaf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
shelf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
thief,s,plural_reverse_first,singular_to_plural+reverse+first_letter
scarf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
calf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
hero,s,plural_reverse_first,singular_to_plural+reverse+first_letter
echo,s,plural_reverse_first,singular_to_plural+reverse+first_letter
cargo,s,plural_reverse_first,singular_to_plural+reverse+first_letter
mosquito,s,plural_reverse_first,singular_to_plural+reverse+first_letter
volcano,s,plural_reverse_first,singular_to_plural+reverse+first_letter
piano,s,plural_reverse_first,singular_to_plural+reverse+first_letter
photo,s,plural_reverse_first,singular_to_plural+reverse+first_letter
video,s,plural_reverse_first,singular_to_plural+reverse+first_letter
radio,s,plural_reverse_first,singular_to_plural+reverse+first_letter
studio,s,plural_reverse_first,singular_to_plural+reverse+first_letter
tree,s,plural_reverse_first,singular_to_plural+reverse+first_letter
key,s,plural_reverse_first,singular_to_plural+reverse+first_letter
boy,s,plural_reverse_first,singular_to_plural+reverse+first_letter
toy,s,plural_reverse_first,singular_to_plural+reverse+first_letter
day,s,plural_reverse_first,singular_to_plural+reverse+first_letter
way,s,plural_reverse_first,singular_to_plural+reverse+first_letter
eye,s,plural_reverse_first,singular_to_plural+reverse+first_letter
guy,s,plural_reverse_first,singular_to_plural+reverse+first_letter
ray,s,plural_reverse_first,singular_to_plural+reverse+first_letter
bay,s,plural_reverse_first,singular_to_plural+reverse+first_letter
arm,s,plural_reverse_first,singular_to_plural+reverse+first_letter
leg,s,plural_reverse_first,singular_to_plural+reverse+first_letter
ear,s,plural_reverse_first,singular_to_plural+reverse+first_letter
hand,s,plural_reverse_first,singular_to_plural+reverse+first_letter
finger,s,plural_reverse_first,singular_to_plural+reverse+first_letter
toe,s,plural_reverse_first,singular_to_plural+reverse+first_letter
nose,s,plural_reverse_first,singular_to_plural+reverse+first_letter
bone,s,plural_reverse_first,singular_to_plural+reverse+first_letter
muscle,s,plural_reverse_first,singular_to_plural+reverse+first_letter
nerve,s,plural_reverse_first,singular_to_plural+reverse+first_letter
vein,s,plural_reverse_first,singular_to_plural+reverse+first_letter
artery,s,plural_reverse_first,singular_to_plural+reverse+first_letter
lung,s,plural_reverse_first,singular_to_plural+reverse+first_letter
kidney,s,plural_reverse_first,singular_to_plural+reverse+first_letter
liver,s,plural_reverse_first,singular_to_plural+reverse+first_letter
brain,s,plural_reverse_first,singular_to_plural+reverse+first_letter
heart,s,plural_reverse_first,singular_to_plural+reverse+first_letter
stomach,s,plural_reverse_first,singular_to_plural+reverse+first_letter
teacher,s,plural_reverse_first,singular_to_plural+reverse+first_letter
student,s,plural_reverse_first,singular_to_plural+reverse+first_letter
doctor,s,plural_reverse_first,singular_to_plural+reverse+first_letter
nurse,s,plural_reverse_first,singular_to_plural+reverse+first_letter
farmer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
worker,s,plural_reverse_first,singular_to_plural+reverse+first_letter
driver,s,plural_reverse_first,singular_to_plural+reverse+first_letter
pilot,s,plural_reverse_first,singular_to_plural+reverse+first_letter
singer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
dancer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
writer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
painter,s,plural_reverse_first,singular_to_plural+reverse+first_letter
player,s,plural_reverse_first,singular_to_plural+reverse+first_letter
swimmer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
runner,s,plural_reverse_first,singular_to_plural+reverse+first_letter
builder,s,plural_reverse_first,singular_to_plural+reverse+first_letter
soldier,s,plural_reverse_first,singular_to_plural+reverse+first_letter
sailor,s,plural_reverse_first,singular_to_plural+reverse+first_letter
officer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
lawyer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
engineer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
scientist,s,plural_reverse_first,singular_to_plural+reverse+first_letter
musician,s,plural_reverse_first,singular_to_plural+reverse+first_letter
artist,s,plural_reverse_first,singular_to_plural+reverse+first_letter
actor,s,plural_reverse_first,singular_to_plural+reverse+first_letter
actress,s,plural_reverse_first,singular_to_plural+reverse+first_letter
chef,s,plural_reverse_first,singular_to_plural+reverse+first_letter
baker,s,plural_reverse_first,singular_to_plural+reverse+first_letter
butcher,s,plural_reverse_first,singular_to_plural+reverse+first_letter
tailor,s,plural_reverse_first,singular_to_plural+reverse+first_letter
clerk,s,plural_reverse_first,singular_to_plural+reverse+first_letter
manager,s,plural_reverse_first,singular_to_plural+reverse+first_letter
director,s,plural_reverse_first,singular_to_plural+reverse+first_letter
president,s,plural_reverse_first,singular_to_plural+reverse+first_letter
king,s,plural_reverse_first,singular_to_plural+reverse+first_letter
queen,s,plural_reverse_first,singular_to_plural+reverse+first_letter
prince,s,plural_reverse_first,singular_to_plural+reverse+first_letter
princess,s,plural_reverse_first,singular_to_plural+reverse+first_letter
emperor,s,plural_reverse_first,singular_to_plural+reverse+first_letter
empress,s,plural_reverse_first,singular_to_plural+reverse+first_letter
duke,s,plural_reverse_first,singular_to_plural+reverse+first_letter
duchess,s,plural_reverse_first,singular_to_plural+reverse+first_letter
lord,s,plural_reverse_first,singular_to_plural+reverse+first_letter
knight,s,plural_reverse_first,singular_to_plural+reverse+first_letter
heroine,s,plural_reverse_first,singular_to_plural+reverse+first_letter
villain,s,plural_reverse_first,singular_to_plural+reverse+first_letter
self,s,plural_reverse_first,singular_to_plural+reverse+first_letter
elf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
wharf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
belief,s,plural_reverse_first,singular_to_plural+reverse+first_letter
chief,s,plural_reverse_first,singular_to_plural+reverse+first_letter
cliff,s,plural_reverse_first,singular_to_plural+reverse+first_letter
proof,s,plural_reverse_first,singular_to_plural+reverse+first_letter
roof,s,plural_reverse_first,singular_to_plural+reverse+first_letter
safe,s,plural_reverse_first,singular_to_plural+reverse+first_letter
grief,s,plural_reverse_first,singular_to_plural+reverse+first_letter
reef,s,plural_reverse_first,singular_to_plural+reverse+first_letter
gulf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
dwarf,s,plural_reverse_first,singular_to_plural+reverse+first_letter
hoof,s,plural_reverse_first,singular_to_plural+reverse+first_letter
datum,a,plural_reverse_first,singular_to_plural+reverse+first_letter
medium,a,plural_reverse_first,singular_to_plural+reverse+first_letter
curriculum,a,plural_reverse_first,singular_to_plural+reverse+first_letter
phenomenon,a,plural_reverse_first,singular_to_plural+reverse+first_letter
criterion,a,plural_reverse_first,singular_to_plural+reverse+first_letter
analysis,s,plural_reverse_first,singular_to_plural+reverse+first_letter
basis,s,plural_reverse_first,singular_to_plural+reverse+first_letter
crisis,s,plural_reverse_first,singular_to_plural+reverse+first_letter
thesis,s,plural_reverse_first,singular_to_plural+reverse+first_letter
oasis,s,plural_reverse_first,singular_to_plural+reverse+first_letter
axis,s,plural_reverse_first,singular_to_plural+reverse+first_letter
parenthesis,s,plural_reverse_first,singular_to_plural+reverse+first_letter
hello,RUOJNOB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
goodbye,RIOVER UA,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
thank you,ICREM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
please,TÎALP SUOV LI'S,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
yes,IUO,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
no,NON,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
water,UAE,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
house,NOSIAM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
cat,TAHC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
dog,NEIHC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
good morning,RUOJNOB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
good evening,RIOSNOB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
good night,TIUN ENNOB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
how are you,SUOV-ZELLA TNEMMOC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
I love you,EMIA'T EJ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
friend,IMA,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
family,ELLIMAF,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
food,ERUTIRRUON,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
book,ERVIL,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
car,ERUTIOV,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
tree,ERBRA,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
flower,RUELF,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
sun,LIELOS,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
moon,ENUL,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
star,ELIOTÉ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
bread,NIAP,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
cheese,EGAMORF,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
wine,NIV,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
coffee,ÉFAC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
tea,ÉHT,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
milk,TIAL,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
sugar,ERCUS,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
salt,LES,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
pepper,ERVIOP,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
table,ELBAT,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
chair,ESIAHC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
door,ETROP,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
window,ERTÊNEF,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
street,EUR,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
city,ELLIV,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
country,SYAP,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
world,EDNOM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
time,SPMET,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
day,RUOJ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
night,TIUN,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
week,ENIAMES,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
month,SIOM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
year,NA,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
today,IUH'DRUOJUA,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
tomorrow,NIAMED,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
yesterday,REIH,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
school,ELOCÉ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
student,TNAIDUTÉ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
teacher,RUESSEFORP,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
horse,LAVEHC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
letter,ERTTEL,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
word,TOM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
sentence,ESARHP,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
page,EGAP,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
music,EUQISUM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
song,NOSNAHC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
game,UEJ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
sport,TROPS,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
ball,ELLAB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
hand,NIAM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
head,ETÊT,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
eye,LIŒ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
ear,ELLIERO,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
nose,ZEN,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
mouth,EHCUOB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
heart,RUŒC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
brain,UAEVREC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
body,SPROC,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
red,EGUOR,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
blue,UELB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
green,TREV,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
yellow,ENUAJ,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
black,RION,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
white,CNALB,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
purple,TELOIV,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
pink,ESOR,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
gray,SIRG,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
brown,NORRAM,translate_eng_fr_upper_reverse,translate_eng_fr+uppercase+reverse
